Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25360830, rearAxleOnA=25361028, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25362009, rearAxleOnA=25362152, frontAxleOnB=25362012, rearAxleOnB=25362154, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25363880, rearAxleOnA=25364016, frontAxleOnB=25363883, rearAxleOnB=25364019, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25368564, rearAxleOnA=25368717, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25402689, rearAxleOnA=25402841, frontAxleOnB=25402692, rearAxleOnB=25402844, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25412584, rearAxleOnA=25412728, frontAxleOnB=25412587, rearAxleOnB=25412731, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25420800, rearAxleOnA=25420961, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25428694, rearAxleOnA=25428841, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25437862, rearAxleOnA=25437980, frontAxleOnB=25437864, rearAxleOnB=25437983, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25445705, rearAxleOnA=25445822, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25451982, rearAxleOnA=25452201, frontAxleOnB=25451987, rearAxleOnB=25452206, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25477122, rearAxleOnA=25477251, frontAxleOnB=25477124, rearAxleOnB=25477254, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25504764, rearAxleOnA=25504893, frontAxleOnB=25504767, rearAxleOnB=25504896, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25509022, rearAxleOnA=25509146, frontAxleOnB=25509024, rearAxleOnB=25509149, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25522276, rearAxleOnA=25522415, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25540323, rearAxleOnA=25540477, frontAxleOnB=25540326, rearAxleOnB=25540480, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25542578, rearAxleOnA=25542726, frontAxleOnB=25542581, rearAxleOnB=25542729, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25544900, rearAxleOnA=25545030, frontAxleOnB=25544903, rearAxleOnB=25545032, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25547983, rearAxleOnA=25548113, frontAxleOnB=25547986, rearAxleOnB=25548116, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25560867, rearAxleOnA=25560994, frontAxleOnB=25560870, rearAxleOnB=25560996, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25564372, rearAxleOnA=25564495, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25576332, rearAxleOnA=25576455, frontAxleOnB=25576334, rearAxleOnB=25576458, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25582362, rearAxleOnA=25582583, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25582848, rearAxleOnA=25582976, frontAxleOnB=25582851, rearAxleOnB=25582978, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25584962, rearAxleOnA=25585115, frontAxleOnB=25584966, rearAxleOnB=25585119, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25587435, rearAxleOnA=25587574, frontAxleOnB=25587438, rearAxleOnB=25587577, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25602374, rearAxleOnA=25602547, frontAxleOnB=25602378, rearAxleOnB=25602550, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25629662, rearAxleOnA=25629768, frontAxleOnB=25629664, rearAxleOnB=25629770, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25633889, rearAxleOnA=25634019, frontAxleOnB=25633892, rearAxleOnB=25634022, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25636818, rearAxleOnA=25636966, frontAxleOnB=25636821, rearAxleOnB=25636969, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25638245, rearAxleOnA=25638381, frontAxleOnB=25638248, rearAxleOnB=25638384, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25655232, rearAxleOnA=25655388, frontAxleOnB=25655235, rearAxleOnB=25655391, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25658524, rearAxleOnA=25658698, frontAxleOnB=25658527, rearAxleOnB=25658701, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25707924, rearAxleOnA=25708058, frontAxleOnB=25707927, rearAxleOnB=25708061, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25721597, rearAxleOnA=25721726, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25737291, rearAxleOnA=25737428, frontAxleOnB=25737294, rearAxleOnB=25737431, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25738129, rearAxleOnA=25738295, frontAxleOnB=25738133, rearAxleOnB=25738298, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25743811, rearAxleOnA=25743936, frontAxleOnB=25743813, rearAxleOnB=25743938, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25751024, rearAxleOnA=25751184, frontAxleOnB=25751027, rearAxleOnB=25751187, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25752149, rearAxleOnA=25752267, frontAxleOnB=25752152, rearAxleOnB=25752269, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25760382, rearAxleOnA=25760526, frontAxleOnB=25760386, rearAxleOnB=25760529, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25776283, rearAxleOnA=25776441, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25779144, rearAxleOnA=25779318, frontAxleOnB=25779147, rearAxleOnB=25779321, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25780458, rearAxleOnA=25780581, frontAxleOnB=25780461, rearAxleOnB=25780584, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25784405, rearAxleOnA=25784563, frontAxleOnB=25784408, rearAxleOnB=25784566, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25785429, rearAxleOnA=25785589, frontAxleOnB=25785432, rearAxleOnB=25785592, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25803088, rearAxleOnA=25803231, frontAxleOnB=25803091, rearAxleOnB=25803234, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25823885, rearAxleOnA=25824010, frontAxleOnB=25823887, rearAxleOnB=25824012, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25831931, rearAxleOnA=25832074, frontAxleOnB=25831934, rearAxleOnB=25832077, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25840453, rearAxleOnA=25840620, frontAxleOnB=25840456, rearAxleOnB=25840624, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25853666, rearAxleOnA=25853818, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25883767, rearAxleOnA=25883886, frontAxleOnB=25883769, rearAxleOnB=25883888, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25888990, rearAxleOnA=25889178, frontAxleOnB=25888994, rearAxleOnB=25889182, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25914338, rearAxleOnA=25914495, frontAxleOnB=25914341, rearAxleOnB=25914498, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25918648, rearAxleOnA=25918758, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25919933, rearAxleOnA=25920071, frontAxleOnB=25919936, rearAxleOnB=25920074, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25927812, rearAxleOnA=25927924, frontAxleOnB=25927814, rearAxleOnB=25927926, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25932139, rearAxleOnA=25932287, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25949279, rearAxleOnA=25949448, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25953816, rearAxleOnA=25953949, frontAxleOnB=25953819, rearAxleOnB=25953951, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25980641, rearAxleOnA=25980800, frontAxleOnB=25980644, rearAxleOnB=25980803, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=25982812, rearAxleOnA=25983018, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26008578, rearAxleOnA=26008727, frontAxleOnB=26008581, rearAxleOnB=26008730, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26052584, rearAxleOnA=26052728, frontAxleOnB=26052587, rearAxleOnB=26052731, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26084828, rearAxleOnA=26084964, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26085793, rearAxleOnA=26085966, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26098847, rearAxleOnA=26098989, frontAxleOnB=26098850, rearAxleOnB=26098991, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26102079, rearAxleOnA=26102207, frontAxleOnB=26102082, rearAxleOnB=26102209, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26118227, rearAxleOnA=26118406, frontAxleOnB=26118231, rearAxleOnB=26118409, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26121898, rearAxleOnA=26122066, frontAxleOnB=26121902, rearAxleOnB=26122069, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26152136, rearAxleOnA=26152271, frontAxleOnB=26152139, rearAxleOnB=26152274, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26153142, rearAxleOnA=26153271, frontAxleOnB=26153144, rearAxleOnB=26153274, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26168399, rearAxleOnA=26168543, frontAxleOnB=26168402, rearAxleOnB=26168545, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26168936, rearAxleOnA=26169076, frontAxleOnB=26168939, rearAxleOnB=26169079, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26174531, rearAxleOnA=26174772, frontAxleOnB=26174536, rearAxleOnB=26174777, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26182926, rearAxleOnA=26183078, frontAxleOnB=26182929, rearAxleOnB=26183081, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26192938, rearAxleOnA=26193056, frontAxleOnB=26192940, rearAxleOnB=26193058, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26200259, rearAxleOnA=26200434, frontAxleOnB=26200262, rearAxleOnB=26200437, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26234335, rearAxleOnA=26234514, frontAxleOnB=26234339, rearAxleOnB=26234518, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26238127, rearAxleOnA=26238261, frontAxleOnB=26238130, rearAxleOnB=26238263, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26257163, rearAxleOnA=26257293, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26268781, rearAxleOnA=26268919, frontAxleOnB=26268784, rearAxleOnB=26268922, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26272077, rearAxleOnA=26272206, frontAxleOnB=26272080, rearAxleOnB=26272209, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26287955, rearAxleOnA=26288081, frontAxleOnB=26287957, rearAxleOnB=26288084, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26289967, rearAxleOnA=26290103, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26303102, rearAxleOnA=26303258, frontAxleOnB=26303105, rearAxleOnB=26303261, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26314417, rearAxleOnA=26314536, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26325755, rearAxleOnA=26325919, frontAxleOnB=26325758, rearAxleOnB=26325922, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26354432, rearAxleOnA=26354565, frontAxleOnB=26354435, rearAxleOnB=26354568, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26356502, rearAxleOnA=26356634, frontAxleOnB=26356504, rearAxleOnB=26356637, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26357541, rearAxleOnA=26357696, frontAxleOnB=26357544, rearAxleOnB=26357699, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26376850, rearAxleOnA=26376980, frontAxleOnB=26376853, rearAxleOnB=26376982, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26378977, rearAxleOnA=26379120, frontAxleOnB=26378979, rearAxleOnB=26379123, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26381672, rearAxleOnA=26381790, frontAxleOnB=26381675, rearAxleOnB=26381793, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26394672, rearAxleOnA=26394842, frontAxleOnB=26394676, rearAxleOnB=26394846, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26396129, rearAxleOnA=26396264, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26417133, rearAxleOnA=26417290, frontAxleOnB=26417136, rearAxleOnB=26417293, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26421430, rearAxleOnA=26421564, frontAxleOnB=26421433, rearAxleOnB=26421566, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26443811, rearAxleOnA=26443926, frontAxleOnB=26443814, rearAxleOnB=26443929, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26444552, rearAxleOnA=26444685, frontAxleOnB=26444554, rearAxleOnB=26444688, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26463190, rearAxleOnA=26463334, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26471202, rearAxleOnA=26471337, frontAxleOnB=26471205, rearAxleOnB=26471340, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26494166, rearAxleOnA=26494313, frontAxleOnB=26494169, rearAxleOnB=26494316, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26508866, rearAxleOnA=26508998, frontAxleOnB=26508869, rearAxleOnB=26509001, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26528918, rearAxleOnA=26529090, frontAxleOnB=26528922, rearAxleOnB=26529093, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26564913, rearAxleOnA=26565068, frontAxleOnB=26564916, rearAxleOnB=26565071, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26570627, rearAxleOnA=26570755, frontAxleOnB=26570629, rearAxleOnB=26570758, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26585009, rearAxleOnA=26585188, frontAxleOnB=26585013, rearAxleOnB=26585192, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26590325, rearAxleOnA=26590451, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26603189, rearAxleOnA=26603329, frontAxleOnB=26603192, rearAxleOnB=26603332, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26611217, rearAxleOnA=26611375, frontAxleOnB=26611220, rearAxleOnB=26611378, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26622140, rearAxleOnA=26622278, frontAxleOnB=26622143, rearAxleOnB=26622281, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26639584, rearAxleOnA=26639731, frontAxleOnB=26639586, rearAxleOnB=26639734, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26652636, rearAxleOnA=26652745, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26657461, rearAxleOnA=26657627, frontAxleOnB=26657464, rearAxleOnB=26657630, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26704083, rearAxleOnA=26704222, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26706194, rearAxleOnA=26706359, frontAxleOnB=26706197, rearAxleOnB=26706363, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26743783, rearAxleOnA=26743953, frontAxleOnB=26743786, rearAxleOnB=26743957, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26754288, rearAxleOnA=26754438, frontAxleOnB=26754291, rearAxleOnB=26754441, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26757563, rearAxleOnA=26757677, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26763489, rearAxleOnA=26763613, frontAxleOnB=26763491, rearAxleOnB=26763615, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26765590, rearAxleOnA=26765771, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26771506, rearAxleOnA=26771622, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26771822, rearAxleOnA=26771988, frontAxleOnB=26771825, rearAxleOnB=26771991, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26805952, rearAxleOnA=26806078, frontAxleOnB=26805954, rearAxleOnB=26806080, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26810367, rearAxleOnA=26810492, frontAxleOnB=26810369, rearAxleOnB=26810495, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26812918, rearAxleOnA=26813086, frontAxleOnB=26812922, rearAxleOnB=26813090, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26817389, rearAxleOnA=26817569, frontAxleOnB=26817392, rearAxleOnB=26817573, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26818246, rearAxleOnA=26818379, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26832397, rearAxleOnA=26832535, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26836053, rearAxleOnA=26836208, frontAxleOnB=26836056, rearAxleOnB=26836210, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26838716, rearAxleOnA=26838863, frontAxleOnB=26838719, rearAxleOnB=26838866, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26840887, rearAxleOnA=26841051, frontAxleOnB=26840890, rearAxleOnB=26841054, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26851402, rearAxleOnA=26851531, frontAxleOnB=26851405, rearAxleOnB=26851533, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26862382, rearAxleOnA=26862532, frontAxleOnB=26862385, rearAxleOnB=26862534, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26867236, rearAxleOnA=26867385, frontAxleOnB=26867239, rearAxleOnB=26867388, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26900466, rearAxleOnA=26900586, frontAxleOnB=26900468, rearAxleOnB=26900589, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26906601, rearAxleOnA=26906725, frontAxleOnB=26906604, rearAxleOnB=26906727, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26920845, rearAxleOnA=26920955, frontAxleOnB=26920847, rearAxleOnB=26920957, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26939751, rearAxleOnA=26939915, frontAxleOnB=26939755, rearAxleOnB=26939918, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26955868, rearAxleOnA=26956038, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26967057, rearAxleOnA=26967199, frontAxleOnB=26967060, rearAxleOnB=26967202, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26979628, rearAxleOnA=26979747, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26993163, rearAxleOnA=26993300, frontAxleOnB=26993166, rearAxleOnB=26993303, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=26999055, rearAxleOnA=26999187, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27007569, rearAxleOnA=27007754, frontAxleOnB=27007572, rearAxleOnB=27007758, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27024946, rearAxleOnA=27025073, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27028365, rearAxleOnA=27028488, frontAxleOnB=27028368, rearAxleOnB=27028491, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27031209, rearAxleOnA=27031358, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27033080, rearAxleOnA=27033307, frontAxleOnB=27033084, rearAxleOnB=27033311, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27042673, rearAxleOnA=27042847, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27058489, rearAxleOnA=27058613, frontAxleOnB=27058492, rearAxleOnB=27058616, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27062227, rearAxleOnA=27062415, frontAxleOnB=27062231, rearAxleOnB=27062419, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27068966, rearAxleOnA=27069087, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27069287, rearAxleOnA=27069437, frontAxleOnB=27069290, rearAxleOnB=27069440, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27070120, rearAxleOnA=27070253, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27072669, rearAxleOnA=27072863, frontAxleOnB=27072672, rearAxleOnB=27072866, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27076114, rearAxleOnA=27076257, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27096602, rearAxleOnA=27096714, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27099486, rearAxleOnA=27099597, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27108539, rearAxleOnA=27108658, frontAxleOnB=27108542, rearAxleOnB=27108661, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27112993, rearAxleOnA=27113138, frontAxleOnB=27112996, rearAxleOnB=27113141, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27121302, rearAxleOnA=27121497, frontAxleOnB=27121306, rearAxleOnB=27121502, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27128310, rearAxleOnA=27128454, frontAxleOnB=27128313, rearAxleOnB=27128457, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27144467, rearAxleOnA=27144606, frontAxleOnB=27144470, rearAxleOnB=27144609, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27150040, rearAxleOnA=27150153, frontAxleOnB=27150042, rearAxleOnB=27150155, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27151441, rearAxleOnA=27151604, frontAxleOnB=27151445, rearAxleOnB=27151608, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27158723, rearAxleOnA=27158850, frontAxleOnB=27158725, rearAxleOnB=27158852, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27179297, rearAxleOnA=27179421, frontAxleOnB=27179299, rearAxleOnB=27179424, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27183013, rearAxleOnA=27183154, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27202231, rearAxleOnA=27202357, frontAxleOnB=27202234, rearAxleOnB=27202360, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27209052, rearAxleOnA=27209210, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27210653, rearAxleOnA=27210772, frontAxleOnB=27210655, rearAxleOnB=27210775, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27219094, rearAxleOnA=27219237, frontAxleOnB=27219096, rearAxleOnB=27219240, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27235121, rearAxleOnA=27235238, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27235438, rearAxleOnA=27235546, frontAxleOnB=27235440, rearAxleOnB=27235549, direction=SOUTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=27238273, rearAxleOnA=27238460, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
